source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[individual]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[phenotype]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[forward scatter]	characteristics[side scatter]	characteristics[enrichment marker]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[carrier channel]	comment[reference channel]	comment[facs nozzle size]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[phenotype]
300ms_carrier	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=acute myeloid leukemia;AC=MONDO:0018874	NT=acute myeloid leukemia cell;AC=BTO:0001545	OCI-AML8227	not available	not available	not available	equimolar 1:1:1 mix of blast, progenitor and leukemia stem cell	NT=carrier;AC=PRIDE:0000901	FACS	carrier	200	not applicable	not applicable	not applicable	pooled	run 45	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT126;AC=PRIDE:0000516	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	32% NCE	not available	not available	TMTpro126	not applicable	100 um	300ms	1	1	20200519_MK_ES_E1200_precol_scMS_300ms_8227_P6_S21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	equimolar 1:1:1 mix of blast, progenitor and leukemia stem cell
300ms_K21	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=acute myeloid leukemia;AC=MONDO:0018874	NT=acute myeloid leukemia cell;AC=BTO:0001545	OCI-AML8227	not available	not available	not available	progenitor (CD34+ CD38+)	NT=single cell;AC=PRIDE:0000897	FACS	300ms_K21	1	362	396	CD34:APC-Cy7-A=579;CD38:PE-A=679	340	run 45	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT127N;AC=PRIDE:0000519	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	32% NCE	not available	not available	TMTpro126	not applicable	100 um	300ms	1	1	20200519_MK_ES_E1200_precol_scMS_300ms_8227_P6_S21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	progenitor (CD34+ CD38+)
300ms_E21	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=acute myeloid leukemia;AC=MONDO:0018874	NT=acute myeloid leukemia cell;AC=BTO:0001545	OCI-AML8227	not available	not available	not available	blast (CD34- CD38+)	NT=single cell;AC=PRIDE:0000897	FACS	300ms_E21	1	357	372	CD34:APC-Cy7-A=269;CD38:PE-A=590	655	run 45	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT128N;AC=PRIDE:0000522	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	32% NCE	not available	not available	TMTpro126	not applicable	100 um	300ms	1	1	20200519_MK_ES_E1200_precol_scMS_300ms_8227_P6_S21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	blast (CD34- CD38+)
300ms_O21	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=acute myeloid leukemia;AC=MONDO:0018874	NT=acute myeloid leukemia cell;AC=BTO:0001545	OCI-AML8227	not available	not available	not available	leukemia stem cell (CD34+ CD38-)	NT=single cell;AC=PRIDE:0000897	FACS	300ms_O21	1	401	442	CD34:APC-Cy7-A=612;CD38:PE-A=212	390	run 45	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT128C;AC=PRIDE:0000521	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	32% NCE	not available	not available	TMTpro126	not applicable	100 um	300ms	1	1	20200519_MK_ES_E1200_precol_scMS_300ms_8227_P6_S21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	leukemia stem cell (CD34+ CD38-)
300ms_P21	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=acute myeloid leukemia;AC=MONDO:0018874	NT=acute myeloid leukemia cell;AC=BTO:0001545	OCI-AML8227	not available	not available	not available	leukemia stem cell (CD34+ CD38-)	NT=single cell;AC=PRIDE:0000897	FACS	300ms_P21	1	357	428	CD34:APC-Cy7-A=663;CD38:PE-A=240	391	run 45	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT129N;AC=PRIDE:0000525	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	32% NCE	not available	not available	TMTpro126	not applicable	100 um	300ms	1	1	20200519_MK_ES_E1200_precol_scMS_300ms_8227_P6_S21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	leukemia stem cell (CD34+ CD38-)
300ms_H21	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=acute myeloid leukemia;AC=MONDO:0018874	NT=acute myeloid leukemia cell;AC=BTO:0001545	OCI-AML8227	not available	not available	not available	progenitor (CD34+ CD38+)	NT=single cell;AC=PRIDE:0000897	FACS	300ms_H21	1	321	257	CD34:APC-Cy7-A=582;CD38:PE-A=533	341	run 45	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT129C;AC=PRIDE:0000524	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	32% NCE	not available	not available	TMTpro126	not applicable	100 um	300ms	1	1	20200519_MK_ES_E1200_precol_scMS_300ms_8227_P6_S21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	progenitor (CD34+ CD38+)
300ms_J21	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=acute myeloid leukemia;AC=MONDO:0018874	NT=acute myeloid leukemia cell;AC=BTO:0001545	OCI-AML8227	not available	not available	not available	progenitor (CD34+ CD38+)	NT=single cell;AC=PRIDE:0000897	FACS	300ms_J21	1	368	327	CD34:APC-Cy7-A=537;CD38:PE-A=523	342	run 45	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT130N;AC=PRIDE:0000528	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	32% NCE	not available	not available	TMTpro126	not applicable	100 um	300ms	1	1	20200519_MK_ES_E1200_precol_scMS_300ms_8227_P6_S21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	progenitor (CD34+ CD38+)
300ms_I21	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=acute myeloid leukemia;AC=MONDO:0018874	NT=acute myeloid leukemia cell;AC=BTO:0001545	OCI-AML8227	not available	not available	not available	progenitor (CD34+ CD38+)	NT=single cell;AC=PRIDE:0000897	FACS	300ms_I21	1	342	287	CD34:APC-Cy7-A=611;CD38:PE-A=601	343	run 45	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT130C;AC=PRIDE:0000527	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	32% NCE	not available	not available	TMTpro126	not applicable	100 um	300ms	1	1	20200519_MK_ES_E1200_precol_scMS_300ms_8227_P6_S21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	progenitor (CD34+ CD38+)
300ms_F21	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=acute myeloid leukemia;AC=MONDO:0018874	NT=acute myeloid leukemia cell;AC=BTO:0001545	OCI-AML8227	not available	not available	not available	blast (CD34- CD38-)	NT=single cell;AC=PRIDE:0000897	FACS	300ms_F21	1	425	479	CD34:APC-Cy7-A=288;CD38:PE-A=261	1939	run 45	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT131N;AC=PRIDE:0000580	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	32% NCE	not available	not available	TMTpro126	not applicable	100 um	300ms	1	1	20200519_MK_ES_E1200_precol_scMS_300ms_8227_P6_S21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	blast (CD34- CD38-)
300ms_B21	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=acute myeloid leukemia;AC=MONDO:0018874	NT=acute myeloid leukemia cell;AC=BTO:0001545	OCI-AML8227	not available	not available	not available	blast (CD34- CD38+)	NT=single cell;AC=PRIDE:0000897	FACS	300ms_B21	1	330	330	CD34:APC-Cy7-A=216;CD38:PE-A=563	656	run 45	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT131C;AC=PRIDE:0000581	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	32% NCE	not available	not available	TMTpro126	not applicable	100 um	300ms	1	1	20200519_MK_ES_E1200_precol_scMS_300ms_8227_P6_S21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	blast (CD34- CD38+)
300ms_G21	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=acute myeloid leukemia;AC=MONDO:0018874	NT=acute myeloid leukemia cell;AC=BTO:0001545	OCI-AML8227	not available	not available	not available	progenitor (CD34+ CD38+)	NT=single cell;AC=PRIDE:0000897	FACS	300ms_G21	1	369	376	CD34:APC-Cy7-A=658;CD38:PE-A=558	344	run 45	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT132N;AC=PRIDE:0000582	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	32% NCE	not available	not available	TMTpro126	not applicable	100 um	300ms	1	1	20200519_MK_ES_E1200_precol_scMS_300ms_8227_P6_S21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	progenitor (CD34+ CD38+)
300ms_D21	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=acute myeloid leukemia;AC=MONDO:0018874	NT=acute myeloid leukemia cell;AC=BTO:0001545	OCI-AML8227	not available	not available	not available	blast (CD34- CD38+)	NT=single cell;AC=PRIDE:0000897	FACS	300ms_D21	1	374	301	CD34:APC-Cy7-A=282;CD38:PE-A=587	657	run 45	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT132C;AC=PRIDE:0000583	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	32% NCE	not available	not available	TMTpro126	not applicable	100 um	300ms	1	1	20200519_MK_ES_E1200_precol_scMS_300ms_8227_P6_S21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	blast (CD34- CD38+)
300ms_L21	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=acute myeloid leukemia;AC=MONDO:0018874	NT=acute myeloid leukemia cell;AC=BTO:0001545	OCI-AML8227	not available	not available	not available	leukemia stem cell (CD34+ CD38-)	NT=single cell;AC=PRIDE:0000897	FACS	300ms_L21	1	366	351	CD34:APC-Cy7-A=755;CD38:PE-A=240	392	run 45	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT133N;AC=PRIDE:0000632	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	32% NCE	not available	not available	TMTpro126	not applicable	100 um	300ms	1	1	20200519_MK_ES_E1200_precol_scMS_300ms_8227_P6_S21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	leukemia stem cell (CD34+ CD38-)
300ms_N21	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=acute myeloid leukemia;AC=MONDO:0018874	NT=acute myeloid leukemia cell;AC=BTO:0001545	OCI-AML8227	not available	not available	not available	leukemia stem cell (CD34+ CD38-)	NT=single cell;AC=PRIDE:0000897	FACS	300ms_N21	1	413	464	CD34:APC-Cy7-A=797;CD38:PE-A=229	393	run 45	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT133C;AC=PRIDE:0000633	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	32% NCE	not available	not available	TMTpro126	not applicable	100 um	300ms	1	1	20200519_MK_ES_E1200_precol_scMS_300ms_8227_P6_S21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	leukemia stem cell (CD34+ CD38-)
300ms_M21	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=acute myeloid leukemia;AC=MONDO:0018874	NT=acute myeloid leukemia cell;AC=BTO:0001545	OCI-AML8227	not available	not available	not available	leukemia stem cell (CD34+ CD38-)	NT=single cell;AC=PRIDE:0000897	FACS	300ms_M21	1	337	332	CD34:APC-Cy7-A=625;CD38:PE-A=278	394	run 45	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT134N;AC=PRIDE:0000643	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	32% NCE	not available	not available	TMTpro126	not applicable	100 um	300ms	1	1	20200519_MK_ES_E1200_precol_scMS_300ms_8227_P6_S21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	leukemia stem cell (CD34+ CD38-)
300ms_carrier	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=acute myeloid leukemia;AC=MONDO:0018874	NT=acute myeloid leukemia cell;AC=BTO:0001545	OCI-AML8227	not available	not available	not available	equimolar 1:1:1 mix of blast, progenitor and leukemia stem cell	NT=carrier;AC=PRIDE:0000901	FACS	carrier	200	not applicable	not applicable	not applicable	pooled	run 47	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT126;AC=PRIDE:0000516	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	32% NCE	not available	not available	TMTpro126	not applicable	100 um	300ms	1	1	20200519_MK_ES_E1200_precol_scMS_300ms_8227_P6_S23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	equimolar 1:1:1 mix of blast, progenitor and leukemia stem cell
300ms_N23	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=acute myeloid leukemia;AC=MONDO:0018874	NT=acute myeloid leukemia cell;AC=BTO:0001545	OCI-AML8227	not available	not available	not available	leukemia stem cell (CD34+ CD38-)	NT=single cell;AC=PRIDE:0000897	FACS	300ms_N23	1	399	488	CD34:APC-Cy7-A=727;CD38:PE-A=259	395	run 47	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT127N;AC=PRIDE:0000519	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	32% NCE	not available	not available	TMTpro126	not applicable	100 um	300ms	1	1	20200519_MK_ES_E1200_precol_scMS_300ms_8227_P6_S23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	leukemia stem cell (CD34+ CD38-)
300ms_J23	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=acute myeloid leukemia;AC=MONDO:0018874	NT=acute myeloid leukemia cell;AC=BTO:0001545	OCI-AML8227	not available	not available	not available	progenitor (CD34+ CD38+)	NT=single cell;AC=PRIDE:0000897	FACS	300ms_J23	1	348	359	CD34:APC-Cy7-A=524;CD38:PE-A=616	345	run 47	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT128N;AC=PRIDE:0000522	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	32% NCE	not available	not available	TMTpro126	not applicable	100 um	300ms	1	1	20200519_MK_ES_E1200_precol_scMS_300ms_8227_P6_S23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	progenitor (CD34+ CD38+)
300ms_B23	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=acute myeloid leukemia;AC=MONDO:0018874	NT=acute myeloid leukemia cell;AC=BTO:0001545	OCI-AML8227	not available	not available	not available	blast (CD34- CD38+)	NT=single cell;AC=PRIDE:0000897	FACS	300ms_B23	1	336	333	CD34:APC-Cy7-A=227;CD38:PE-A=621	658	run 47	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT128C;AC=PRIDE:0000521	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	32% NCE	not available	not available	TMTpro126	not applicable	100 um	300ms	1	1	20200519_MK_ES_E1200_precol_scMS_300ms_8227_P6_S23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	blast (CD34- CD38+)
300ms_D23	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=acute myeloid leukemia;AC=MONDO:0018874	NT=acute myeloid leukemia cell;AC=BTO:0001545	OCI-AML8227	not available	not available	not available	blast (CD34- CD38-)	NT=single cell;AC=PRIDE:0000897	FACS	300ms_D23	1	371	355	CD34:APC-Cy7-A=243;CD38:PE-A=274	1940	run 47	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT129N;AC=PRIDE:0000525	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	32% NCE	not available	not available	TMTpro126	not applicable	100 um	300ms	1	1	20200519_MK_ES_E1200_precol_scMS_300ms_8227_P6_S23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	blast (CD34- CD38-)
