source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[genotype]	characteristics[culture medium]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dia method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[carrier channel]	comment[reference channel]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[genotype]
Col1-6_F10_20min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	ATG5 knockout clone Col1-6	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=single cell;AC=PRIDE:0000897	cellenONE	F10	1	39	run 85	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	1	HeLa_ATG_KNO_Col1-6_20min_my_stages_0_F10_BF10_1_1838.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	ATG5 knockout clone Col1-6
Col1-6_F12_20min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	ATG5 knockout clone Col1-6	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=single cell;AC=PRIDE:0000897	cellenONE	F12	1	40	run 86	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	1	HeLa_ATG_KNO_Col1-6_20min_my_stages_0_F12_BF12_1_1846.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	ATG5 knockout clone Col1-6
Col1-6_F8_20min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	ATG5 knockout clone Col1-6	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=single cell;AC=PRIDE:0000897	cellenONE	F8	1	41	run 87	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	1	HeLa_ATG_KNO_Col1-6_20min_my_stages_0_F8_BF8_1_1836.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	ATG5 knockout clone Col1-6
Col1-6_G9_20min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	ATG5 knockout clone Col1-6	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=single cell;AC=PRIDE:0000897	cellenONE	G9	1	42	run 88	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	1	HeLa_ATG_KNO_Col1-6_20min_my_stages_0_G9_BG9_1_1850.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	ATG5 knockout clone Col1-6
QC_HeLa_digest_10ng_10min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 89	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	1	10ng_QCHela_10minGradient_BA1_1_1792.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_10ng_10min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 90	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	2	10ng_QCHela_10minGradient_BA1_1_1793.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_10ng_10min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 91	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	3	10ng_QCHela_10minGradient_BA1_1_1794.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_10ng_10min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 92	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	4	10ng_QCHela_10minGradient_BA1_1_1795.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_10ng_10min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 93	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	5	10ng_QCHela_10minGradient_BA1_1_1796.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_10ng_20min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 94	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	1	10ng_QCHela_20minGradient_BA1_1_1772.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_10ng_20min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 95	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	2	10ng_QCHela_20minGradient_BA1_1_1773.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_10ng_20min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 96	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	3	10ng_QCHela_20minGradient_BA1_1_1774.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_10ng_20min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 97	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	4	10ng_QCHela_20minGradient_BA1_1_1775.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_10ng_20min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 98	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	5	10ng_QCHela_20minGradient_BA1_1_1776.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_200pg_10min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 99	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	1	200pg_QCHela_10minGradient_BA1_1_1782.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_200pg_10min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 100	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	2	200pg_QCHela_10minGradient_BA1_1_1783.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_200pg_10min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 101	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	3	200pg_QCHela_10minGradient_BA1_1_1784.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_200pg_10min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 102	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	4	200pg_QCHela_10minGradient_BA1_1_1785.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_200pg_10min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 103	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	5	200pg_QCHela_10minGradient_BA1_1_1786.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_200pg_10min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 104	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	6	200pg_QCHela_10minGradient_BA1_1_1787.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_200pg_10min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 105	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	7	200pg_QCHela_10minGradient_BA1_1_1788.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_200pg_10min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 106	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	8	200pg_QCHela_10minGradient_BA1_1_1789.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_200pg_10min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 107	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	9	200pg_QCHela_10minGradient_BA1_1_1790.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
