source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[treatment]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[collision energy]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]
Fixed_01_SC_3_s1-c3_1_2692	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.1% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_01_SC_3_s1-c3_1_2692	1	237	run 237	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_01_SC_3_s1-c3_1_2692.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.1% paraformaldehyde fixation, 20 min
Fixed_01_SC_4_s1-c4_1_2693	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.1% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_01_SC_4_s1-c4_1_2693	1	238	run 238	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_01_SC_4_s1-c4_1_2693.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.1% paraformaldehyde fixation, 20 min
Fixed_01_SC_5_s1-c5_1_2694	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.1% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_01_SC_5_s1-c5_1_2694	1	239	run 239	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_01_SC_5_s1-c5_1_2694.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.1% paraformaldehyde fixation, 20 min
Fixed_01_SC_6_s1-c6_1_2695	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.1% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_01_SC_6_s1-c6_1_2695	1	240	run 240	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_01_SC_6_s1-c6_1_2695.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.1% paraformaldehyde fixation, 20 min
Fixed_01_SC_7_s1-c7_1_2696	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.1% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_01_SC_7_s1-c7_1_2696	1	241	run 241	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_01_SC_7_s1-c7_1_2696.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.1% paraformaldehyde fixation, 20 min
Fixed_01_SC_8_s1-c8_1_2697	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.1% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_01_SC_8_s1-c8_1_2697	1	242	run 242	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_01_SC_8_s1-c8_1_2697.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.1% paraformaldehyde fixation, 20 min
Fixed_01_SC_9_s1-c9_1_2698	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.1% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_01_SC_9_s1-c9_1_2698	1	243	run 243	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_01_SC_9_s1-c9_1_2698.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.1% paraformaldehyde fixation, 20 min
Fixed_03_SC_10_s1-e10_1_2723	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.3% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_03_SC_10_s1-e10_1_2723	1	244	run 244	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_03_SC_10_s1-e10_1_2723.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.3% paraformaldehyde fixation, 20 min
Fixed_03_SC_11_s1-e11_1_2724	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.3% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_03_SC_11_s1-e11_1_2724	1	245	run 245	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_03_SC_11_s1-e11_1_2724.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.3% paraformaldehyde fixation, 20 min
Fixed_03_SC_12_s1-e12_1_2725	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.3% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_03_SC_12_s1-e12_1_2725	1	246	run 246	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_03_SC_12_s1-e12_1_2725.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.3% paraformaldehyde fixation, 20 min
Fixed_03_SC_13_s1-f2_1_2727	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.3% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_03_SC_13_s1-f2_1_2727	1	247	run 247	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_03_SC_13_s1-f2_1_2727.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.3% paraformaldehyde fixation, 20 min
Fixed_03_SC_14_s1-f3_1_2728	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.3% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_03_SC_14_s1-f3_1_2728	1	248	run 248	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_03_SC_14_s1-f3_1_2728.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.3% paraformaldehyde fixation, 20 min
Fixed_03_SC_15_s1-f4_1_2729	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.3% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_03_SC_15_s1-f4_1_2729	1	249	run 249	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_03_SC_15_s1-f4_1_2729.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.3% paraformaldehyde fixation, 20 min
Fixed_03_SC_16_s1-f5_1_2730	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.3% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_03_SC_16_s1-f5_1_2730	1	250	run 250	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_03_SC_16_s1-f5_1_2730.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.3% paraformaldehyde fixation, 20 min
Fixed_03_SC_17_s1-f6_1_2731	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.3% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_03_SC_17_s1-f6_1_2731	1	251	run 251	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_03_SC_17_s1-f6_1_2731.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.3% paraformaldehyde fixation, 20 min
Fixed_03_SC_18_s1-f7_1_2732	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.3% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_03_SC_18_s1-f7_1_2732	1	252	run 252	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_03_SC_18_s1-f7_1_2732.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.3% paraformaldehyde fixation, 20 min
Fixed_03_SC_19_s1-f8_1_2733	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.3% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_03_SC_19_s1-f8_1_2733	1	253	run 253	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_03_SC_19_s1-f8_1_2733.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.3% paraformaldehyde fixation, 20 min
Fixed_03_SC_1_s1-e1_1_2714	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.3% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_03_SC_1_s1-e1_1_2714	1	254	run 254	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_03_SC_1_s1-e1_1_2714.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.3% paraformaldehyde fixation, 20 min
Fixed_03_SC_2_s1-e2_1_2715	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.3% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_03_SC_2_s1-e2_1_2715	1	255	run 255	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_03_SC_2_s1-e2_1_2715.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.3% paraformaldehyde fixation, 20 min
Fixed_03_SC_3_s1-e3_1_2716	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.3% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_03_SC_3_s1-e3_1_2716	1	256	run 256	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_03_SC_3_s1-e3_1_2716.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.3% paraformaldehyde fixation, 20 min
Fixed_03_SC_4_s1-e4_1_2717	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.3% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_03_SC_4_s1-e4_1_2717	1	257	run 257	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_03_SC_4_s1-e4_1_2717.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.3% paraformaldehyde fixation, 20 min
Fixed_03_SC_5_s1-e5_1_2718	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.3% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_03_SC_5_s1-e5_1_2718	1	258	run 258	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_03_SC_5_s1-e5_1_2718.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.3% paraformaldehyde fixation, 20 min
Fixed_03_SC_6_s1-e6_1_2719	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.3% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_03_SC_6_s1-e6_1_2719	1	259	run 259	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_03_SC_6_s1-e6_1_2719.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.3% paraformaldehyde fixation, 20 min
Fixed_03_SC_7_s1-e7_1_2720	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.3% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_03_SC_7_s1-e7_1_2720	1	260	run 260	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_03_SC_7_s1-e7_1_2720.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.3% paraformaldehyde fixation, 20 min
Fixed_03_SC_8_s1-e8_1_2721	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.3% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_03_SC_8_s1-e8_1_2721	1	261	run 261	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_03_SC_8_s1-e8_1_2721.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.3% paraformaldehyde fixation, 20 min
Fixed_03_SC_9_s1-e9_1_2722	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	0.3% paraformaldehyde fixation, 20 min	NT=single cell;AC=PRIDE:0000897	cellenONE	Fixed_03_SC_9_s1-e9_1_2722	1	262	run 262	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Fixed_03_SC_9_s1-e9_1_2722.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	0.3% paraformaldehyde fixation, 20 min
