source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[culture medium]	characteristics[phenotype]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[proteomics data acquisition method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell line]	factor value[phenotype]
20230406_PNAC1_single_cells_TGFb_D3_6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=PANC-1;AC=CLO:0008381	CVCL_0480	PANC-1	56Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	TGF-beta1-induced epithelial-mesenchymal transition (day 3)	NT=single cell;AC=PRIDE:0000897	manual picking	20230406_PNAC1_single_cells_TGFb_D3_6	1	6	run 22	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230406_PNAC1_single_cells_TGFb_D3_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=PANC-1;AC=CLO:0008381	TGF-beta1-induced epithelial-mesenchymal transition (day 3)
20230406_PNAC1_single_cells_TGFb_D3_7	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=PANC-1;AC=CLO:0008381	CVCL_0480	PANC-1	56Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	TGF-beta1-induced epithelial-mesenchymal transition (day 3)	NT=single cell;AC=PRIDE:0000897	manual picking	20230406_PNAC1_single_cells_TGFb_D3_7	1	7	run 23	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230406_PNAC1_single_cells_TGFb_D3_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=PANC-1;AC=CLO:0008381	TGF-beta1-induced epithelial-mesenchymal transition (day 3)
20230406_PNAC1_single_cells_TGFb_D3_8	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=PANC-1;AC=CLO:0008381	CVCL_0480	PANC-1	56Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	TGF-beta1-induced epithelial-mesenchymal transition (day 3)	NT=single cell;AC=PRIDE:0000897	manual picking	20230406_PNAC1_single_cells_TGFb_D3_8	1	8	run 24	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230406_PNAC1_single_cells_TGFb_D3_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=PANC-1;AC=CLO:0008381	TGF-beta1-induced epithelial-mesenchymal transition (day 3)
20230406_PNAC1_single_cells_TGFb_D3_9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=PANC-1;AC=CLO:0008381	CVCL_0480	PANC-1	56Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	TGF-beta1-induced epithelial-mesenchymal transition (day 3)	NT=single cell;AC=PRIDE:0000897	manual picking	20230406_PNAC1_single_cells_TGFb_D3_9	1	9	run 25	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230406_PNAC1_single_cells_TGFb_D3_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=PANC-1;AC=CLO:0008381	TGF-beta1-induced epithelial-mesenchymal transition (day 3)
20230406_PNAC1_single_cells_TGFb_D7_1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=PANC-1;AC=CLO:0008381	CVCL_0480	PANC-1	56Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)	NT=single cell;AC=PRIDE:0000897	manual picking	20230406_PNAC1_single_cells_TGFb_D7_1	1	1	run 26	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230406_PNAC1_single_cells_TGFb_D7_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=PANC-1;AC=CLO:0008381	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)
20230406_PNAC1_single_cells_TGFb_D7_10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=PANC-1;AC=CLO:0008381	CVCL_0480	PANC-1	56Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)	NT=single cell;AC=PRIDE:0000897	manual picking	20230406_PNAC1_single_cells_TGFb_D7_10	1	10	run 27	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230406_PNAC1_single_cells_TGFb_D7_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=PANC-1;AC=CLO:0008381	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)
20230406_PNAC1_single_cells_TGFb_D7_11	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=PANC-1;AC=CLO:0008381	CVCL_0480	PANC-1	56Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)	NT=single cell;AC=PRIDE:0000897	manual picking	20230406_PNAC1_single_cells_TGFb_D7_11	1	11	run 28	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230406_PNAC1_single_cells_TGFb_D7_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=PANC-1;AC=CLO:0008381	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)
20230406_PNAC1_single_cells_TGFb_D7_12	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=PANC-1;AC=CLO:0008381	CVCL_0480	PANC-1	56Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)	NT=single cell;AC=PRIDE:0000897	manual picking	20230406_PNAC1_single_cells_TGFb_D7_12	1	12	run 29	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230406_PNAC1_single_cells_TGFb_D7_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=PANC-1;AC=CLO:0008381	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)
20230406_PNAC1_single_cells_TGFb_D7_13	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=PANC-1;AC=CLO:0008381	CVCL_0480	PANC-1	56Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)	NT=single cell;AC=PRIDE:0000897	manual picking	20230406_PNAC1_single_cells_TGFb_D7_13	1	13	run 30	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230406_PNAC1_single_cells_TGFb_D7_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=PANC-1;AC=CLO:0008381	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)
20230406_PNAC1_single_cells_TGFb_D7_14	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=PANC-1;AC=CLO:0008381	CVCL_0480	PANC-1	56Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)	NT=single cell;AC=PRIDE:0000897	manual picking	20230406_PNAC1_single_cells_TGFb_D7_14	1	14	run 31	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230406_PNAC1_single_cells_TGFb_D7_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=PANC-1;AC=CLO:0008381	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)
20230406_PNAC1_single_cells_TGFb_D7_15	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=PANC-1;AC=CLO:0008381	CVCL_0480	PANC-1	56Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)	NT=single cell;AC=PRIDE:0000897	manual picking	20230406_PNAC1_single_cells_TGFb_D7_15	1	15	run 32	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230406_PNAC1_single_cells_TGFb_D7_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=PANC-1;AC=CLO:0008381	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)
20230406_PNAC1_single_cells_TGFb_D7_16	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=PANC-1;AC=CLO:0008381	CVCL_0480	PANC-1	56Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)	NT=single cell;AC=PRIDE:0000897	manual picking	20230406_PNAC1_single_cells_TGFb_D7_16	1	16	run 33	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230406_PNAC1_single_cells_TGFb_D7_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=PANC-1;AC=CLO:0008381	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)
20230406_PNAC1_single_cells_TGFb_D7_17	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=PANC-1;AC=CLO:0008381	CVCL_0480	PANC-1	56Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)	NT=single cell;AC=PRIDE:0000897	manual picking	20230406_PNAC1_single_cells_TGFb_D7_17	1	17	run 34	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230406_PNAC1_single_cells_TGFb_D7_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=PANC-1;AC=CLO:0008381	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)
20230406_PNAC1_single_cells_TGFb_D7_18	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=PANC-1;AC=CLO:0008381	CVCL_0480	PANC-1	56Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)	NT=single cell;AC=PRIDE:0000897	manual picking	20230406_PNAC1_single_cells_TGFb_D7_18	1	18	run 35	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230406_PNAC1_single_cells_TGFb_D7_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=PANC-1;AC=CLO:0008381	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)
20230406_PNAC1_single_cells_TGFb_D7_19	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=PANC-1;AC=CLO:0008381	CVCL_0480	PANC-1	56Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)	NT=single cell;AC=PRIDE:0000897	manual picking	20230406_PNAC1_single_cells_TGFb_D7_19	1	19	run 36	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230406_PNAC1_single_cells_TGFb_D7_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=PANC-1;AC=CLO:0008381	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)
20230406_PNAC1_single_cells_TGFb_D7_2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=PANC-1;AC=CLO:0008381	CVCL_0480	PANC-1	56Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)	NT=single cell;AC=PRIDE:0000897	manual picking	20230406_PNAC1_single_cells_TGFb_D7_2	1	2	run 37	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230406_PNAC1_single_cells_TGFb_D7_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=PANC-1;AC=CLO:0008381	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)
20230406_PNAC1_single_cells_TGFb_D7_20	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=PANC-1;AC=CLO:0008381	CVCL_0480	PANC-1	56Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)	NT=single cell;AC=PRIDE:0000897	manual picking	20230406_PNAC1_single_cells_TGFb_D7_20	1	20	run 38	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230406_PNAC1_single_cells_TGFb_D7_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=PANC-1;AC=CLO:0008381	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)
20230406_PNAC1_single_cells_TGFb_D7_21	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=PANC-1;AC=CLO:0008381	CVCL_0480	PANC-1	56Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)	NT=single cell;AC=PRIDE:0000897	manual picking	20230406_PNAC1_single_cells_TGFb_D7_21	1	21	run 39	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230406_PNAC1_single_cells_TGFb_D7_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=PANC-1;AC=CLO:0008381	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)
20230406_PNAC1_single_cells_TGFb_D7_22	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=PANC-1;AC=CLO:0008381	CVCL_0480	PANC-1	56Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)	NT=single cell;AC=PRIDE:0000897	manual picking	20230406_PNAC1_single_cells_TGFb_D7_22	1	22	run 40	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230406_PNAC1_single_cells_TGFb_D7_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=PANC-1;AC=CLO:0008381	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)
20230406_PNAC1_single_cells_TGFb_D7_23	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=PANC-1;AC=CLO:0008381	CVCL_0480	PANC-1	56Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)	NT=single cell;AC=PRIDE:0000897	manual picking	20230406_PNAC1_single_cells_TGFb_D7_23	1	23	run 41	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230406_PNAC1_single_cells_TGFb_D7_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=PANC-1;AC=CLO:0008381	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)
20230406_PNAC1_single_cells_TGFb_D7_24	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=PANC-1;AC=CLO:0008381	CVCL_0480	PANC-1	56Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)	NT=single cell;AC=PRIDE:0000897	manual picking	20230406_PNAC1_single_cells_TGFb_D7_24	1	24	run 42	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230406_PNAC1_single_cells_TGFb_D7_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=PANC-1;AC=CLO:0008381	epithelial-mesenchymal transition reversal (day 7, TGF-beta1 withdrawn after day 3)
