source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[genotype]	characteristics[compound]	characteristics[dose]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[genotype]	factor value[dose]
NeanCTRL_F9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	not applicable	not applicable	NT=single cell;AC=PRIDE:0000897	not applicable	NeanCTRL_F9	1	not available	not available	33	run 82	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanCTRL	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanCTRL_Row_F_F9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	not applicable
NeanCTRL_F10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	not applicable	not applicable	NT=single cell;AC=PRIDE:0000897	not applicable	NeanCTRL_F10	1	not available	not available	34	run 83	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanCTRL	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanCTRL_Row_F_F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	not applicable
NeanCTRL_F11	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	not applicable	not applicable	NT=single cell;AC=PRIDE:0000897	not applicable	NeanCTRL_F11	1	not available	not available	35	run 84	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanCTRL	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanCTRL_Row_F_F11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	not applicable
NeanCTRL_F12	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	not applicable	not applicable	NT=single cell;AC=PRIDE:0000897	not applicable	NeanCTRL_F12	1	not available	not available	36	run 85	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanCTRL	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanCTRL_Row_F_F12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	not applicable
NeanCTRL_F13	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	not applicable	not applicable	NT=single cell;AC=PRIDE:0000897	not applicable	NeanCTRL_F13	1	not available	not available	37	run 86	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanCTRL	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanCTRL_Row_F_F13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	not applicable
NeanCTRL_F14	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	not applicable	not applicable	NT=single cell;AC=PRIDE:0000897	not applicable	NeanCTRL_F14	1	not available	not available	38	run 87	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanCTRL	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanCTRL_Row_F_F14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	not applicable
NeanCTRL_F15	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	not applicable	not applicable	NT=single cell;AC=PRIDE:0000897	not applicable	NeanCTRL_F15	1	not available	not available	39	run 88	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanCTRL	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanCTRL_Row_F_F15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	not applicable
NeanCTRL_F16	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	not applicable	not applicable	NT=single cell;AC=PRIDE:0000897	not applicable	NeanCTRL_F16	1	not available	not available	40	run 89	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanCTRL	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanCTRL_Row_F_F16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	not applicable
NeanCTRL_F17	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	not applicable	not applicable	NT=single cell;AC=PRIDE:0000897	not applicable	NeanCTRL_F17	1	not available	not available	41	run 90	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanCTRL	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanCTRL_Row_F_F17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	not applicable
NeanCTRL_F18	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	not applicable	not applicable	NT=single cell;AC=PRIDE:0000897	not applicable	NeanCTRL_F18	1	not available	not available	42	run 91	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanCTRL	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanCTRL_Row_F_F18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	not applicable
NeanCTRL_F19	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	not applicable	not applicable	NT=single cell;AC=PRIDE:0000897	not applicable	NeanCTRL_F19	1	not available	not available	43	run 92	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanCTRL	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanCTRL_Row_F_F19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	not applicable
NeanCTRL_F20	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	not applicable	not applicable	NT=single cell;AC=PRIDE:0000897	not applicable	NeanCTRL_F20	1	not available	not available	44	run 93	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanCTRL	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanCTRL_Row_F_F20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	not applicable
NeanCTRL_F21	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	not applicable	not applicable	NT=single cell;AC=PRIDE:0000897	not applicable	NeanCTRL_F21	1	not available	not available	45	run 94	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanCTRL	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanCTRL_Row_F_F21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	not applicable
NeanCTRL_F22	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	not applicable	not applicable	NT=single cell;AC=PRIDE:0000897	not applicable	NeanCTRL_F22	1	not available	not available	46	run 95	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanCTRL	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanCTRL_Row_F_F22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	not applicable
NeanCTRL_F23	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	not applicable	not applicable	NT=single cell;AC=PRIDE:0000897	not applicable	NeanCTRL_F23	1	not available	not available	47	run 96	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanCTRL	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanCTRL_Row_F_F23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	not applicable
NeanCTRL_F24	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	not applicable	not applicable	NT=single cell;AC=PRIDE:0000897	not applicable	NeanCTRL_F24	1	not available	not available	48	run 97	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanCTRL	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanCTRL_Row_F_F24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	not applicable
NeanCTRL_F24	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	not applicable	not applicable	NT=single cell;AC=PRIDE:0000897	not applicable	NeanCTRL_F24	1	not available	not available	48	run 98	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanCTRL	1	2	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanCTRL_Row_F_F24_reinject10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	not applicable
NeanTreat1_I1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 1	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat1_I1	1	not available	not available	1	run 99	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat1	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat1_Row_I_I1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 1
NeanTreat1_I2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 1	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat1_I2	1	not available	not available	2	run 100	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat1	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat1_Row_I_I2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 1
NeanTreat1_I3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 1	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat1_I3	1	not available	not available	3	run 101	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat1	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat1_Row_I_I3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 1
NeanTreat1_I4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 1	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat1_I4	1	not available	not available	4	run 102	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat1	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat1_Row_I_I4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 1
NeanTreat1_I5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 1	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat1_I5	1	not available	not available	5	run 103	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat1	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat1_Row_I_I5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 1
NeanTreat1_I6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 1	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat1_I6	1	not available	not available	6	run 104	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat1	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat1_Row_I_I6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 1
NeanTreat1_I7	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 1	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat1_I7	1	not available	not available	7	run 105	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat1	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat1_Row_I_I7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 1
NeanTreat1_I8	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 1	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat1_I8	1	not available	not available	8	run 106	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat1	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat1_Row_I_I8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 1
NeanTreat1_I9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 1	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat1_I9	1	not available	not available	9	run 107	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat1	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat1_Row_I_I9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 1
